[春熙路/太古里商区] 锦江区下东大街2号（春熙路地铁站e出口南100米，香槟广场对面） 查看地
[成都站] 成华区荆翠西路2号金科中心8栋（近动物园地铁站） 查看地
[都江堰景区、都江堰客运中心] 都江堰市古城区幸福路77号（距宣化门100米、离堆公园高铁站250米） 查看地
[太升路/四川电视塔] 金牛区一环路北四段164号（近地铁3号线前锋路站） 查看地
[龙泉驿地区] 龙泉驿区龙都南路3号（近地铁2号线龙泉驿站，距离龙泉客运站400米） 查看地
[高新南区/金融城商业区] 武侯区交子大道998号润富国际8栋1楼大厅（近地铁5号线交子大道站A口、1号门） 查看地
[华阳] 双流区华阳大道四段141号（距1号线华阳地铁站500米） 查看地
[宽窄巷子/中医学院附近] 金牛区西安中路62号 查看地
[玉林生活广场/桐梓林] 武侯区高新区芳草东街76号（近地铁1号线倪家桥路B出口） 查看地
[水碾河/万象城] 成华区双桥路213号院（距地铁4号线玉双路站C出口300米、近春熙路） 查看地
[世纪城新会展/环球中心] 武侯区世纪城路198号世纪城国际展览中心2号连廊三层 查看地
[骡马市/新城市广场] 青羊区人民中路二段22号（骡马市地铁A出口） 查看地
[双流地区] 双流区东升街道星空路2段金恒德3期1栋10号（近双流万达广场、优品道广场） 查看地
[崇州盛世滨江广场] 崇州市学府街131号 查看地
[春熙路/太古里商区] 成华区玉双路52号附6号（近美食一条街） 查看地
[锦里/武侯祠] 武侯区高升桥东路6号罗马假日广场海外楼（距武侯祠锦里800米，距高升桥3号线地铁150米） 查看地
[火车东站/塔子山公园] 成华区嘉陵江路8号（近成都火车东站东广场） 查看地
[都江堰景区、都江堰客运中心] 都江堰市都江堰奎光路464号（近青城大桥景观广场） 查看地
[双流地区] 双流区龙桥航都大街二段206号（近时代奥特莱斯、双流国际机场） 查看地
[宽窄巷子/中医学院附近] 青羊区西城角巷18号华润峰锦1楼大厅（同心路与通锦桥交汇处，近宽窄巷子） 查看地
[温江大学城] 温江区柳浪湾北一街174号三楼 查看地
[都江堰景区、都江堰客运中心] 都江堰市江安路38号建设银行三楼（近仰天窝鱼嘴） 查看地
[春熙路/太古里商区] 锦江区春熙路西段19号4层 查看地
[华西医院/省体育馆] 武侯区玉林东路1号 查看地
[春熙路/太古里商区] 锦江区华兴正街39号商业场新座16楼（王府井百货北侧，近春熙路北口） 查看地
[春熙路/太古里商区] 成华区玉双路52号附6号（近美食一条街） 查看地
[郫县地区] 郫县西源大道1299号（电子科大清水河校区正大门斜对面，近龙湖时代天街） 查看地
[双流机场] 双流区西航港街道学府西路北二街69号（近双流机场、信息工程大学） 查看地
[新都地区] 新都区兴乐北路188号缤纷时代广场2期6栋12层（距成都医学院地铁站B口600米，近音乐学院） 查看地
[双流机场] 双流区西航港大道中二段天鹅湖别墅区18栋（距双流机场T1航站楼800米） 查看地
[郫县地区] 郫县团结镇学院街68号（川科外国语学院正大门斜对面，近四川传媒学院） 查看地
[世纪城新会展/环球中心] 武侯区世纪城路198号世纪城国际展览中心2号连廊三层 查看地
[新都地区] 新都区三河街道承顺街89号10幢（红旗超市对面，距离地铁三号线三河场站900米） 查看地
[锦里/武侯祠] 武侯区高升桥东路6号罗马假日广场海外楼（距武侯祠锦里800米，距高升桥3号线地铁150米） 查看地
[水碾河/万象城] 成华区双桥路213号院（距地铁4号线玉双路站C出口300米、近春熙路） 查看地
[火车东站/塔子山公园] 成华区嘉陵江路8号（近成都火车东站东广场） 查看地
[水碾河/万象城] 成华区二环路东三段39号（近春熙路、太古里） 查看地
[新津县政府] 新津县五津镇五津东路319号 查看地
[金堂大学城] 金堂县学府大道555号希望未来城12栋（距成都文理学院100米、西南交大希望学院100米） 查看地
[双流地区] 双流区龙桥航都大街二段206号（近时代奥特莱斯、双流国际机场） 查看地
[新都地区] 新都区大丰镇通力路47号 查看地
[新都地区] 新都区兴乐北路88号缤纷时代广场一期2栋（距成都医学院地铁站B出口600米） 查看地
[文殊院/人民北路商业区] 金牛区成华西街8号（近地铁人民北路站一号口） 查看地
[太升路/四川电视塔] 青羊区梓潼街37号（近赛格广场） 查看地
[高新南区/金融城商业区] 武侯区高新区交子大道500号誉峰遇见B座一楼101号商铺（全时超市旁，近地铁5号线交子大道站D出口
[天府广场/盐市口] 锦江区向阳街38号3层 查看地
[宽窄巷子/中医学院附近] 青羊区上同仁路51号花样年华新街坊（近宽窄巷子、奎星楼美食街） 查看地
[沙湾会展中心/西南交大] 金牛区金府路833号（距离欢乐谷900米、四川电影电视学院1.5公里） 查看地
[华西医院/省体育馆] 武侯区玉林东路1号 查看地
[中和/新川科技园区域] 双流区高新区雅和南一路99号名著司南2栋3单元9009号（近广都地铁站A出口） 查看地
[郫县地区] 郫县望丛东路125号蜀都万达广场14栋3单元19楼（郫县站出口正对面） 查看地
[骡马市/新城市广场] 青羊区青龙街27号铂金城2号楼19楼 查看地
[郫县地区] 郫都区红光镇金怡巷22号（距西华大学200米，距银杏酒店管理学院500米） 查看地
[高新西区/茶店子公交站] 金牛区金府路万通金融广场东塔1楼附6号（近茶店子地铁站、成都欢乐谷） 查看地
[高新西区/茶店子公交站] 青羊区光华大道一段万科金色领域1栋4楼406室（鹏瑞利青羊广场斜对面） 查看地
[建设路/东郊记忆公园] 成华区建设路43号附7号 查看地
[中和/新川科技园区域] 双流区天府大道南段1375号时代天城（家乐福旁边，近海昌极地海洋馆） 查看地
[天府广场/盐市口] 锦江区东华正街5号华顺大厦一楼（顺城大街与东华正街交汇处，距地铁1、2号线天府广场站400米） 查看地
[高新南区/金融城商业区] 武侯区交子大道998号润富国际花园8栋825（近1号门，地铁5号线交子大道站A口50米） 查看地
[金堂县客运站、金堂县政府] 金堂县滨江路二段518号（近金园街、金堂客运中心） 查看地
[都江堰景区、都江堰客运中心] 都江堰市江安路38号建设银行三楼（近仰天窝鱼嘴） 查看地
[春熙路/太古里商区] 锦江区华兴正街39号商业场新座16楼（王府井百货北侧，近春熙路北口） 查看地
[新都地区] 新都区大丰镇通力路47号 查看地
[红牌楼/双楠商业区] 武侯区佳灵路20号九峰国际大厦（近地铁3号线红牌楼站、7号线、10号线太平园站） 查看地
[世纪城新会展/环球中心] 武侯区天府大道中段177号世纪城天鹅湖公寓25栋1楼 查看地
[宽窄巷子/中医学院附近] 青羊区槐树街47号华祥大厦5楼 查看地
[成都站] 成华区八里桥路151号附3号 查看地
[都江堰景区、都江堰客运中心] 都江堰市幸福镇迎宾路66号（客运中心旁） 查看地
[华西医院/省体育馆] 武侯区科华巷1号（一环路南二段与科华北路交汇处，近四川大学） 查看地
[双流机场] 双流区西航港街道学府西路常乐小区北区学府西路北二街122号（近双流机场、信息工程大学） 查看地
[建设路/东郊记忆公园] 成华区杉板桥路601号招商中央华城1栋1单元（近地铁7号线理工大学站B2出口） 查看地
